O__3__5007A	N__2__6584A	H__1__6563A	oxygen
4.47840283362e54	4.56636654422e57	9.28550649475e57	-3
3.29365450026e58	1.99672269936e58	4.47183684612e58	-4.1
5.70517447177e59	4.05230930437e57	3.28266425381e59	-3.4
1.32094900569e58	8.25294764573e58	9.16347380516e59	-2.9
2.43156388517e55	1.54659274147e56	4.9135631999e57	-4.9
4.30172126824e55	2.91585331855e57	4.83667490204e57	-4.6
4.58629742609e59	4.42179175529e57	3.39683910417e59	-3.3
4.01954933345e58	1.05897123234e58	4.47362273453e58	-4
6.00386527166e59	1.22331410341e57	3.81821798568e59	-4.4
3.98340596851e59	2.12164123913e57	2.77289574597e59	-4.4
4.43536562236e59	1.62512907247e58	1.9777983512e59	-3.8
1.02518158695e59	4.04304278014e58	7.63683030384e58	-3.8
1.62651010632e58	1.71461923206e57	4.62409257057e58	-4.6
3.87554114931e58	1.39035373825e58	4.47166689035e58	-4
3.56130416475e57	4.26832764841e56	1.48334382266e58	-4
1.70830246497e59	3.92436982125e57	1.23198510507e59	-4.2
1.25419556909e59	1.91395792426e57	1.24216043042e59	-4.4
1.70751534425e56	4.72119085868e55	8.72879402394e57	-4.8
1.38591609335e59	3.67008209345e58	1.23346214158e59	-4.2
1.25296043274e60	1.36001329027e58	4.14611635957e59	-3.8
1.49825764533e59	1.0070871943e57	1.23626926802e59	-4.3
2.32732740343e59	1.26247303286e57	3.85446085481e59	-4.9
1.48809166925e57	1.52601123444e58	1.51368955646e59	-2.9
1.5395158435e57	2.0276385997e57	1.51874165034e58	-4.5
2.18097547039e58	3.16792350771e57	7.89859793744e58	-4.9
2.23413300927e57	1.50641402705e57	1.49585611535e58	-3.4
3.38840017753e59	2.05118956185e58	2.80252163615e59	-4.4
1.50977997623e57	6.61464643983e56	1.50812470565e58	-3.3
1.43627896558e58	7.97123262179e58	8.42518921614e58	-3.3
6.91199105817e57	1.82382657843e57	4.7980395323e58	-3.1
1.61944354631e58	1.20798283608e58	8.37477701232e58	-3.1
9.22279395569e57	2.60834010622e56	2.63854591219e58	-4.3
2.2380266817e57	7.40449635686e56	1.5051642107e58	-4.3
1.12962104616e60	1.23369888724e57	3.92520047737e59	-4
1.91497308839e60	1.05950566845e58	5.50932694502e59	-3.8
6.38339025092e55	2.53106926313e57	4.80942960056e57	-4.4
2.30019779956e59	1.25585228832e58	3.85099469437e59	-4.9
5.1965417735e57	1.79459339432e57	2.67797455103e58	-4.6
4.17243557026e58	4.54005790768e57	4.47731340315e58	-4
8.45384520868e56	2.47546041904e57	1.53811794958e58	-4.8
2.23807151348e59	2.56710134124e56	2.80670019106e59	-4.7
3.62333016107e57	2.23108859623e58	2.50771113694e59	-2.9
3.65799763848e58	6.60277348934e57	4.4858230671e58	-4.1
5.34785327793e56	1.28273746189e56	8.50111731877e57	-4.2
3.09201422481e59	8.91248597161e57	2.14878864001e59	-3.4
4.85209833111e58	1.15572090393e57	4.48364396067e58	-3.8
1.36826281749e58	6.23739518208e57	1.45136419017e59	-3
1.37347992411e60	1.3515854113e57	5.15901883655e59	-4.1
2.82680644918e59	4.5229814272e56	1.90476806342e59	-4.3
2.29855086458e59	4.58564228853e56	2.80928513785e59	-4.7
3.86901673212e59	8.90708516629e56	2.77797240202e59	-4.4
3.74509130611e59	1.36659806199e58	3.86027783749e59	-4.6
1.52840055153e58	4.82899428074e57	2.58540842107e58	-3.8
1.85330546691e60	2.0800141177e57	5.3058590213e59	-3.9
7.94482165036e58	6.30267683745e57	7.58153324048e58	-4.2
8.60651482432e59	1.65834113135e58	4.99777535609e59	-4.4
3.22027427629e59	1.26314901706e58	2.78099419315e59	-4.5
5.29195782402e59	3.8672364506e58	3.30493094359e59	-3.4
3.19266548487e57	2.47721192641e57	1.48826499032e58	-3.5
6.42815414283e57	4.10736788416e57	4.80841655239e58	-3.1
1.25228251994e57	2.87982816605e57	1.52303989607e58	-4.6
9.38475889826e59	7.41221347408e56	3.90939729922e59	-4.1
3.02436521795e55	8.17579654427e55	4.90673565428e57	-4.8
4.8595579701e59	7.29931832054e57	3.82834336353e59	-4.5
3.85359965071e57	5.01873264407e56	1.47659430868e58	-3.9
1.86164470598e56	1.52243431153e57	8.63718733552e57	-3.2
3.41319358872e58	3.14561508506e57	8.19140300002e58	-3.2
1.34932177355e59	4.39176748233e56	1.94629696754e59	-4.7
6.06706415569e59	8.68675236287e57	5.17628739417e59	-3.2
4.21081377245e59	4.41357303441e56	3.81779916634e59	-4.6
1.76052477073e60	3.04810854546e58	6.18562845167e59	-3.5
1.43454639802e58	3.59403658951e57	1.44955980704e59	-3
3.47561243398e57	5.62433511119e56	1.48178096324e58	-4
3.86185444389e57	4.85077202044e57	1.47506974187e58	-3.7
4.81506688613e56	1.35584501524e58	8.37254231138e57	-4.1
3.2328192607e57	1.87073781877e57	1.48782282717e58	-3.5
3.76160115051e56	2.00881478348e56	8.58588174552e57	-4.4
4.2672542488e57	1.07733230038e57	2.6931002266e58	-4.7
1.61597888414e58	3.04114365322e57	4.6188216829e58	-4.6
6.79770072172e59	1.1581227162e58	3.18466085479e59	-3.5
2.42527914216e55	2.74617396764e56	4.91130031298e57	-4.9
1.34221315795e56	5.50363573681e56	1.5924668868e58	-3
4.54597010453e59	1.10842662451e57	2.78003294952e59	-4.3
9.53991734478e56	3.20920005171e57	8.80220139999e58	-2.9
7.33349158879e56	7.35498747532e57	1.53622707717e58	-3.2
1.52393867797e59	1.2295358015e56	2.8386869925e59	-4.9
3.10230799153e59	2.10551754163e57	2.1468549556e59	-3.4
6.71166480178e59	8.8220337924e56	2.84644618114e59	-4
5.30722676644e56	1.20365016305e57	2.81428759498e58	-3
5.03404655843e58	3.06394706359e57	8.06857745421e58	-3.3
1.6518741751e60	8.31531573202e58	5.41934285166e59	-3.9
3.18894832554e57	7.1714465306e57	1.47740902395e58	-4
3.88573428652e59	6.12331629308e57	2.09675303255e59	-3.5
1.98765415968e59	6.88879828936e56	1.92150400257e59	-4.5
4.86947989672e58	2.4758374675e57	7.71735370484e58	-4.5
2.25871450027e57	1.13679407702e57	1.49537596378e58	-3.4
8.60347435483e56	1.40457604e56	1.54334563527e58	-4.8
9.14666750751e59	1.67849514605e57	4.94165494659e59	-4.4
8.94676431128e55	6.40872484366e56	4.77542228165e57	-3.4
3.4854649971e57	1.14800498665e56	2.70753937762e58	-4.8
3.02719268466e55	4.59957160227e55	4.90751772383e57	-4.8
1.96426031269e57	1.23248698394e57	2.73619348923e58	-3.1
2.8617696931e59	1.58335682546e56	3.84535935576e59	-4.8
3.94348318206e55	7.36853720132e57	8.9624153128e57	-3.1
2.25541439369e58	9.42156844988e58	6.20477192416e59	-3
3.94901491155e59	1.49410487345e57	1.9278887311e59	-4
1.83351305854e58	9.9038629838e58	1.46502122745e59	-3.2
1.04547679606e57	1.31033656456e57	1.53416711176e58	-4.7
4.55610480535e59	8.23042194123e57	2.00822337353e59	-3.7
6.41937898092e59	1.22435642811e59	3.14066628382e59	-3.6
2.27413962437e55	3.01658129526e58	2.72259012869e59	-2.9
1.95096074966e59	4.06804852018e57	1.3115444063e59	-3.5
6.51484053665e58	3.89659974681e57	3.7964592818e59	-3
3.1933723588e59	2.23654987755e58	2.77949549146e59	-4.5
7.54368837094e57	1.18353901145e58	2.65002309542e58	-3.4
7.52030909632e59	2.70220793625e58	3.022500043e59	-3.7
1.15176238002e59	6.69186204779e58	1.35342224074e59	-3.4
1.7577319757e57	9.72777459935e57	1.50588647238e58	-3.4
1.25200176238e59	7.6810934709e57	1.93332326117e59	-4.7
1.13789552069e59	1.53928737198e57	7.58073680709e58	-3.9
3.78926644671e56	2.01648348665e56	8.59384290432e57	-4.4
7.24956603513e56	4.49399500503e56	8.42114790874e57	-4
7.33340908307e59	2.72222344356e57	3.81143584937e59	-4.3
3.62236846282e57	8.32636161257e57	1.47629226136e58	-3.7
3.12071241715e57	4.71169090351e56	1.49056038587e58	-4.1
1.80831559916e60	5.76688365096e58	5.56190081343e59	-3.8
1.16128527536e60	3.53954240051e57	4.05459629094e59	-3.9
3.77981080341e58	1.54063789471e58	8.57114159851e59	-2.9
3.23243516946e57	7.07024465953e58	2.58729249157e59	-3
9.92024759815e55	8.11673647818e57	4.72428435186e57	-3.8
5.83792788695e56	3.56963005432e57	8.42254881509e57	-4.1
2.08425271836e56	4.4052748541e56	8.68906870418e57	-4.7
7.1632652288e56	4.99244340234e57	8.36294165603e57	-3.9
2.91621420881e59	8.92858548932e56	3.84396182007e59	-4.8
1.97571005656e57	3.06858087819e58	2.54201502853e59	-2.9
5.01223454352e59	9.76894774715e57	3.81377947842e59	-4.5
3.85740589328e55	2.73133717539e56	4.86506575193e57	-3.2
1.08125344614e59	8.26721620001e56	1.95476786885e59	-4.8
1.82611401627e57	3.32718080899e57	1.50842832775e58	-4.4
5.052738039e59	4.13608723017e56	3.81328527457e59	-4.5
2.70065547953e58	1.25851621942e57	7.87130742836e58	-4.8
1.26204675115e58	1.42172221102e58	2.58631886337e58	-4
5.56689139763e54	8.6034181936e56	5.0780836639e57	-3
7.56430762055e55	6.11841940886e57	4.72712134958e57	-4.2
9.300007804e56	6.39554211277e56	1.52574459224e58	-3.2
1.14888703288e60	4.07936614696e58	5.34929392198e59	-4.1
2.435985841e55	8.70630303462e55	4.91519204925e57	-4.9
5.74687075602e58	5.82328922827e56	1.27380919864e59	-4.8
6.02809089825e59	1.41905890446e58	4.96852711977e59	-4.6
2.96318508474e55	2.27425979074e57	4.9002767866e57	-3.2
4.49293320666e56	4.39957487013e56	8.54104323724e57	-4.3
1.36632535646e60	1.0097297036e58	5.16248021825e59	-4.1
9.24355012288e59	2.3208232455e58	3.91438443433e59	-4.1
1.58331642127e58	1.26941337446e58	4.59859528551e58	-4.6
1.35913853919e54	2.09849214885e56	5.2199646383e57	-2.9
1.33200159338e58	1.36894329072e56	4.65253151703e58	-4.7
2.05103188437e59	2.43963640659e58	1.23557955677e59	-4
2.99328551878e58	1.53074426796e58	7.70902627716e58	-4.7
1.32039982701e58	6.06423190969e57	1.4516852006e59	-3
3.07566400928e58	1.15794263381e58	7.73469780728e58	-4.7
1.70791870918e56	3.54081136276e55	8.72939454011e57	-4.8
3.11181010513e56	2.1618249007e56	8.62490258749e57	-4.5
1.13028483471e56	2.70445135524e56	4.7707922631e57	-4.1
9.97553443348e59	2.12802126818e58	4.0060348796e59	-4
1.05471864205e60	1.62463958357e57	3.9728081548e59	-4
3.02731404828e58	1.65652151489e58	8.22718792201e58	-3.2
7.56142881703e55	6.73972977737e57	1.60916937201e58	-3
7.75120209574e59	4.11834873009e57	2.94805230979e59	-3.8
4.65516869735e58	1.10038583155e57	1.27940155589e59	-4.9
8.4329169374e56	1.85477582471e57	1.53771733824e58	-4.8
1.6579318159e59	2.46253668147e58	3.70772945621e59	-3.1
2.74220488594e59	4.96808696977e57	3.85029367989e59	-4.8
3.06059165569e59	1.18019572494e58	2.15004361281e59	-3.4
9.08655148894e53	8.87671627076e56	5.24814987054e57	-2.9
4.95623125067e58	2.59185113138e58	3.8405859353e59	-3
3.31353940567e58	8.88823956379e56	7.82344547015e58	-4.7
5.89595036688e57	9.16528208071e57	2.64054300652e58	-4.5
1.6104896538e60	2.62404899108e57	6.42734636383e59	-3.4
4.2902355456e59	1.81785348798e57	1.94916757022e59	-3.9
1.10706115724e60	4.97615243299e56	4.9442224372e59	-4.3
1.49278625207e56	1.74231885486e57	4.72542729798e57	-3.6
6.07605127509e59	7.17439181764e57	2.80810649894e59	-4.1
1.93870103954e59	8.93996348893e58	1.28047493134e59	-3.7
2.45796474782e57	8.75871799405e57	1.48883187158e58	-4.2
5.26168646689e56	1.27140472611e57	8.48902785765e57	-4.2
4.72386375304e58	1.77264776203e57	4.50233831486e58	-3.7
1.05217454338e60	5.12950935809e57	3.9737098153e59	-4
1.4126971739e57	1.99862402898e57	1.51082946082e58	-3.3
1.89069160702e59	2.14439323888e58	1.91439656162e59	-4.5
9.18221520563e57	3.71083934207e58	8.50826556147e58	-3.1
3.11334432502e59	4.15845444686e57	1.9071292226e59	-4.2
1.55528851655e60	7.27141613465e58	5.71046072734e59	-3.8
2.34781439374e58	2.66297853848e57	4.56233408802e58	-4.4
2.80288178218e58	1.34634427025e57	4.6145262353e58	-3.4
1.32663352068e58	6.14840760886e57	2.59019965463e58	-4
4.01511441748e57	3.26035794859e57	1.47382175556e58	-3.8
1.3315023286e58	3.24569111199e56	4.65204182624e58	-4.7
1.64085361851e59	7.33782779269e56	1.93302925016e59	-4.6
2.49904548457e55	1.32119552308e57	1.63815603805e58	-2.9
8.52126542474e59	7.00708205532e57	5.01153968986e59	-4.4
2.05854618879e57	4.52786323102e57	1.49922978405e58	-3.4
5.8510207518e59	1.49641607426e58	5.18520153663e59	-3.2
2.92069312176e57	4.96644386051e58	2.72510913922e58	-3.4
7.69945060434e57	6.45558328141e58	1.49044089485e59	-3.1
3.26146143938e58	2.52992935147e57	2.39305124916e59	-3
7.95604773345e56	7.05409603733e56	8.38010138769e57	-3.9
5.78768812634e55	2.70172435296e56	4.81962323042e57	-3.3
9.98719558507e59	4.41302615679e57	4.72693604218e59	-3.4
1.67796975615e56	3.94391547593e56	4.71120335218e57	-3.7
4.65684216368e59	7.37434941441e58	5.30148325418e59	-3.2
2.49995339418e56	3.26077125606e57	5.10135379626e58	-2.9
6.27063482018e59	3.04706294019e57	2.79838516904e59	-4.1
1.00430446498e59	5.29356030226e57	7.56547868458e58	-4
8.77993216598e58	4.94385157836e56	1.96353550451e59	-4.9
4.45131174764e55	1.25377312461e57	4.85880890256e57	-4.6
4.65563429536e56	2.29260596395e58	1.55821492236e58	-3.3
4.18253192173e59	7.82340534939e57	3.8175624942e59	-4.6
3.43116706748e58	2.46725050685e58	1.43174483604e59	-3.1
2.53300558475e54	4.3386540932e57	3.01071979792e58	-2.9
6.96684771798e58	9.70146775594e57	1.26220462815e59	-4.7
1.61915578407e57	4.51544991599e58	2.76283619763e58	-3.3
3.05063407921e57	1.24550389798e58	1.47598704049e58	-4
7.60886602316e55	3.6682583866e57	8.82130047458e57	-3.1
1.22544082331e54	3.18375178062e57	9.43239766959e57	-2.9
3.62986993149e57	5.3306556596e57	1.48107512923e58	-3.6
7.21878682348e59	1.77086777887e58	4.97769494686e59	-4.5
1.53677230733e60	2.20576192649e58	5.26756148467e59	-4
3.72785900441e57	4.48858528949e58	1.50276020189e59	-3
2.7365422142e56	1.11109824743e58	8.59211842893e57	-3.4
7.62568287113e56	2.90616294598e57	8.37223554855e57	-3.9
1.70452563636e56	1.49159702823e56	8.7262801699e57	-4.8
2.62875309595e58	2.40833584946e58	4.50431105071e58	-4.3
8.47113352329e55	4.89564214173e57	4.75115265993e57	-4.2
2.34473332076e58	3.54838473787e57	4.56113804931e58	-4.4
3.26363353384e57	2.51371633718e57	1.48784128011e58	-3.5
1.62246932742e59	2.88247550127e58	1.22946575987e59	-4.2
1.28835080072e58	1.37983406523e58	2.60968321739e58	-3.6
1.11043230161e58	1.13201646372e58	2.62750034395e58	-3.5
5.24742971714e57	7.59954519556e56	2.68237400354e58	-4.6
1.08822079655e60	1.31053613988e59	4.47527073719e59	-3.6
3.70315912888e56	1.32081753837e58	8.55028573524e57	-3.5
1.05251503859e59	1.27681122996e57	7.56173875234e58	-4
5.1631346101e56	1.05586659992e58	8.38418449901e57	-4.1
4.98038471838e59	1.73149733335e58	3.81410361392e59	-4.5
5.98049955753e57	1.00820314065e57	2.66219469589e58	-3.3
7.12992377092e56	4.45320468887e56	8.41373762046e57	-4
9.58888587159e55	3.93835805536e56	4.79174211023e57	-4.2
1.08083166362e59	1.10230185448e57	1.95469043975e59	-4.8
5.31887211071e56	9.58973100489e56	8.49723840142e57	-4.2
1.55930016584e58	2.05764490632e57	2.58521254442e58	-3.8
7.77364275277e55	1.13859215829e58	8.83588673396e57	-3.2
1.27613888959e58	7.95098342502e57	1.45319381982e59	-3
2.21088312147e58	1.09693973664e58	4.53347035554e58	-4.4
1.17802456963e56	8.92805847089e57	5.15773883878e58	-2.9
1.82678421761e57	4.43565058223e57	1.50830080691e58	-4.4
1.84155163623e58	3.4515594371e58	2.43807218127e59	-3
3.7230160639e55	1.02064747169e56	4.89265976882e57	-4.7
1.24750445586e57	3.32919135729e58	1.52758663235e58	-3.5
1.20665874925e58	5.13479803604e58	2.47635075443e59	-3
1.65147488131e56	2.60314908527e56	4.71773589322e57	-3.8
1.37265879142e60	2.40240195157e57	5.15956020619e59	-4.1
1.37117838491e56	2.82111177788e56	8.74028914009e57	-4.9
1.13646977006e59	5.91869205677e58	2.31388390548e59	-3.2
8.75069544331e57	1.29194980993e57	2.63778392487e58	-3.4
8.6376415535e57	8.62418043549e57	4.67400278807e58	-4.9
3.82370809291e59	5.19563029481e58	3.44002597568e59	-3.3
2.5738332126e56	7.35740607015e55	8.66899952374e57	-4.6
5.8216846953e59	4.13392001991e57	3.2810436383e59	-3.4
4.48693214063e55	7.08325064041e56	4.86428504528e57	-4.6
2.29626231227e59	2.07735453506e57	1.28735619135e59	-3.6
3.9779532273e59	7.76710301919e57	3.83588112998e59	-4.6
1.11457089922e59	4.82666785123e57	7.58198879055e58	-3.9
1.69776811229e58	7.6875844472e58	4.69956276319e58	-3.5
2.48502110443e57	2.98097182256e58	1.47677011569e58	-3.9
2.33530778222e59	2.70902473276e57	1.91083534893e59	-4.4
5.17049280887e57	2.38785356326e57	2.67582523918e58	-4.6
3.39387452626e54	1.89818618367e57	5.1269579097e57	-3
7.80088829968e59	4.38647097106e57	3.08544689234e59	-3.6
4.59205620758e58	5.52396277799e57	4.50470407152e58	-3.7
1.01957672381e59	9.88810040804e57	7.76919484557e58	-3.6
1.39370217388e59	1.13289106007e59	1.31901091258e59	-3.6
5.15313929927e55	3.58786649772e57	4.81358122045e57	-4.5
1.37621545995e60	1.41719456167e59	6.37431335054e59	-3.5
3.85136711521e57	2.11523895169e57	1.47666387247e58	-3.9
3.22728377911e58	4.06224210246e57	4.5070108387e58	-4.2
1.17444892404e60	7.11543584717e57	4.55059441389e59	-3.5
5.40113673186e56	2.17692291952e57	2.81241990632e58	-3
1.16821481062e60	9.45192685338e57	4.55286401352e59	-3.5
2.42144388389e55	3.65870355376e56	4.90990687953e57	-4.9
7.98382167513e55	7.57383338935e56	4.81044145924e57	-4.3
1.15920320354e60	6.28609021848e57	4.05529177196e59	-3.9
1.365086704e59	1.30837647371e58	1.23343204646e59	-4.3
1.48616168681e57	4.72490939444e57	1.51191322197e58	-4.5
1.79899975274e60	5.51441687675e57	6.16517907248e59	-3.5
1.87011902091e58	3.48639016509e58	2.43843123408e59	-3
1.74775120563e58	5.0049883245e58	8.37820426328e58	-3.2
8.64277499734e57	2.28032118e57	2.63883048841e58	-3.4
8.2222064239e56	3.90965323159e57	8.82468357685e58	-2.9
1.50147133274e59	7.55635074076e56	1.23637632795e59	-4.3
1.8725235755e57	1.3952462641e57	4.93003123087e58	-3
1.61430613722e57	8.23948114556e57	2.75102577722e58	-3.1
2.18689745571e58	1.33766319655e57	7.90475194727e58	-4.9
1.03780169878e60	5.06410359761e57	7.13839650934e59	-3.2
3.84131277714e56	2.46849569909e58	2.8431425331e58	-3.1
1.29511338353e60	6.19200543319e56	4.98862423899e59	-4.2
8.46277824336e58	9.5952001086e58	1.37187787459e59	-3.4
5.00956002587e55	2.0732041063e58	1.5915495888e59	-2.9
5.32822565898e57	1.10547183621e58	2.47951669475e59	-2.9
3.20071178165e57	3.31398100818e57	1.48856566496e58	-3.5
1.27845000838e59	2.28082955308e58	1.23261205778e59	-4.3
4.21002461781e59	5.88526881895e56	3.81781915143e59	-4.6
1.08002300146e58	2.57991764525e57	4.67188623116e58	-4.8
7.55634451655e55	2.32117079278e57	4.78490281515e57	-4.3
1.16481771749e60	1.08301678057e58	5.1086770989e59	-4.2
5.73110445855e59	9.69326762078e57	3.28476724713e59	-3.4
1.87748630533e55	6.90085763402e57	4.96850483951e57	-3.3
2.09224466876e56	7.85018024367e55	8.69492606978e57	-4.7
5.49089485934e55	6.61473664687e56	4.85024969932e57	-4.5
1.70320500889e57	3.42995360617e58	1.5102015285e58	-3.6
1.7977725227e59	3.6253497132e57	2.81925626142e59	-4.8
2.295036653e59	8.54224908512e56	1.91108328412e59	-4.4
1.44104884631e57	2.68683845065e58	1.52077354225e58	-3.5
3.08705568241e56	9.07600932864e56	8.61494160604e57	-4.5
1.36489857256e56	1.32519679226e57	1.59136127108e58	-3
4.20352471309e59	1.56953209894e59	7.7704809263e59	-3.2
4.25542488716e57	1.91310240613e57	2.69139294506e58	-4.7
1.93045786987e54	3.18276478793e57	1.69108057259e58	-2.9
4.34353182106e59	2.14749000875e58	1.98049891576e59	-3.8
2.17817131409e57	1.47838144011e57	1.49657231186e58	-3.4
1.0959895206e59	8.5405128079e56	7.58670639261e58	-3.9
9.66661051485e57	2.11964298134e58	4.76704237906e58	-3.2
2.81946192366e57	5.15130388694e56	2.71628432472e58	-4.9
1.7209204787e60	5.32269125275e58	6.20607973116e59	-3.5
3.55144246084e59	6.85327487656e56	1.91418365246e59	-4.1
1.10450222886e58	4.0681193042e58	2.59580304236e58	-3.8
3.49799414334e59	1.73136550925e56	4.9742149031e59	-4.9
8.43768477495e58	3.68818107101e58	7.5714236238e58	-4
3.04196377411e59	1.08369170202e59	3.50710339004e59	-3.3
1.87256489799e56	8.55299762596e56	8.63585315743e57	-3.2
4.77453559536e59	6.35934724212e57	5.00661487724e59	-4.7
1.12567265767e58	3.07695809929e58	2.59358421466e58	-3.8
1.09107665632e59	1.10433887355e57	1.95686230918e59	-4.8
5.38429104113e56	4.07076801913e56	8.50657224907e57	-4.2
2.72631645293e58	5.32115117672e56	7.88525355273e58	-4.8
4.95976879727e56	2.03620566099e58	5.05715684696e58	-3
6.34036440955e56	1.57438890843e56	8.46609294668e57	-4.1
4.70475823926e58	3.48864809236e56	1.28198252567e59	-4.9
1.85548002113e60	4.64965463623e58	5.95123631262e59	-3.6
8.97204736623e59	2.97679702811e57	4.96041137037e59	-4.4
1.42710869032e55	8.41691887723e57	9.13498406405e57	-3.1
9.38143224278e59	1.31778563929e57	3.90957847705e59	-4.1
4.36954954467e59	7.69389446875e57	1.9458076959e59	-3.9
1.50881345807e60	3.32040204239e58	6.47429742991e59	-3.4
2.69429090991e58	5.53941159061e57	4.62022433722e58	-3.4
1.07582949917e60	1.00408354625e59	6.94758324487e59	-3.3
6.8823298229e59	3.55955074881e58	3.83936964583e59	-4.3
3.31668700695e58	1.73095024933e57	4.51478930299e58	-4.2
1.41888848858e56	1.60433456056e57	4.72365573056e57	-3.9
2.74491100045e58	7.78071570032e57	4.52661882562e58	-4.3
5.84390012912e55	4.28080817261e57	4.77138113201e57	-4.4
1.37892568847e59	3.73141074917e58	2.29215149407e59	-3.2
1.35675211354e57	3.46687497011e57	1.51261332548e58	-3.3
6.63430995204e57	2.35157363156e57	4.8039392045e58	-3.1
1.22387164701e60	1.90595868994e58	4.4099279661e59	-3.6
9.52263379231e59	2.39398199128e58	4.74754633235e59	-3.4
2.56284253539e56	3.09547610966e56	8.66301432314e57	-4.6
1.44282395421e58	4.64945173663e57	2.60317931136e58	-3.6
5.4367450186e56	8.14353411477e57	8.39741774549e57	-4.1
5.48073590042e59	3.41721638752e58	5.21926549363e59	-3.2
1.92793047735e59	5.13597225117e56	1.91938469136e59	-4.5
1.66585923085e56	5.23712820265e56	4.71113728646e57	-3.7
1.17613673078e60	1.11991964983e58	4.04510009094e59	-3.9
1.26654199832e58	1.1739171432e58	3.93992205416e59	-2.9
1.08191122463e59	1.47058467849e56	1.95507840394e59	-4.8
2.70903310288e59	7.61890540172e56	2.79267283934e59	-4.6
7.96304922194e59	1.10368451361e58	4.94230472263e59	-3.3
3.66137537977e55	1.16650225646e58	8.99549022218e57	-3.2
7.03698886879e58	2.31220397059e56	1.26538325987e59	-4.7
3.71326246795e59	5.089987271e57	5.45425236605e59	-3.1
9.01895957208e59	5.71287077463e58	5.3759050591e59	-4.2
5.85113012494e59	2.33293161832e57	3.27978297854e59	-3.4
7.81578182712e58	9.65040033588e58	7.77355422295e58	-3.7
5.78390591792e58	7.29637301239e57	7.6582943931e58	-4.4
8.33526495527e55	9.78266777704e57	5.18054970704e58	-2.9
3.85593229596e59	4.99994895975e57	2.77755352705e59	-4.4
7.48761619268e59	5.20869932705e58	4.04549783331e59	-4.1
4.39423955882e58	2.65267858373e57	4.53578756623e58	-3.6
1.80919549033e59	2.91870873986e58	1.31648146829e59	-3.5
6.88043120245e58	6.85993079705e57	7.96227351202e58	-3.4
5.22671753053e57	1.34968156132e56	2.68114771983e58	-4.6
1.55573275267e57	8.59658804927e56	1.5211016411e58	-4.5
4.12078626786e59	2.45589744054e58	3.81732482698e59	-4.6
4.70009301191e58	4.65087874032e56	1.28173426913e59	-4.9
6.25162209354e59	1.90820169234e57	4.94425625122e59	-4.6
7.52511127577e59	7.641949093e57	3.09330223146e59	-3.6
1.84895411273e60	7.49674594835e57	6.15083823095e59	-3.5
1.35227989613e56	1.57447362781e57	8.71785604467e57	-4.9
3.44280265855e57	8.40985671931e57	1.47411195986e58	-3.9
9.13409421043e59	1.16507091641e59	4.32083730118e59	-3.8
1.33679495582e60	1.34047333696e58	5.18698666154e59	-4.1
4.95541315673e58	5.39878305679e57	8.07359644756e58	-3.3
1.09401289721e59	1.47256588413e58	1.3630006643e59	-3.3
1.20665130248e60	6.3440050187e57	4.02879872691e59	-3.9
7.6412053359e59	4.58820220253e57	2.87781038586e59	-3.9
8.51369039592e57	4.83471481049e57	4.66567054213e58	-4.9
1.98658614043e59	8.79305424692e58	1.24718897539e59	-3.9
7.63680670212e59	2.5363581419e58	4.96026159879e59	-3.3
4.49597997211e58	1.28726683486e57	4.47686286526e58	-3.9
7.94558874443e56	3.76892106637e57	8.36039243124e57	-3.7
6.64381905457e57	1.95054795348e58	2.66029495427e58	-3.4
5.79146263277e57	3.12679416103e57	2.66480563593e58	-3.3
1.64993964907e59	9.88148791339e57	2.27039463151e59	-3.2
2.2509931443e55	1.23390583503e57	1.64065912443e58	-2.9
1.33401932218e57	4.58778929061e57	1.5135034003e58	-3.3
3.71704170168e58	1.18338804343e57	4.49049540411e58	-4.1
3.02199620358e55	1.08976825467e56	4.90607372673e57	-4.8
4.33389815166e58	1.9426995699e58	4.48770306816e58	-3.8
3.34838650494e55	7.71892088018e57	4.90665909903e57	-3.4
6.70598540461e57	1.48111850461e58	2.61577719303e58	-4.4
2.3283091053e58	6.28859710709e57	4.55615465909e58	-4.4
1.31277966163e56	2.75636396416e57	8.67450144181e57	-4.9
1.89872704294e59	4.91601541164e58	1.25198854997e59	-3.9
5.57807135766e58	9.62454862717e57	7.63691648448e58	-4.4
6.64146739349e59	2.70671315942e58	3.19172447884e59	-3.5
8.69336610585e58	9.19432718447e56	1.25896929635e59	-4.6
2.54961031658e57	3.30487511462e58	2.7302256217e58	-3.3
1.00052217392e56	1.00911751594e57	2.89118721683e58	-2.9
2.25902279496e59	5.8209208639e57	8.11948718743e59	-3
1.89703835828e57	4.52193319522e56	1.51548263483e58	-4.4
3.11499825585e58	9.49351381011e57	4.49704136444e58	-4.2
2.87605215688e56	1.52319703961e57	8.55377024091e57	-3.3
4.55017777751e55	2.25765450724e56	4.87464319298e57	-4.6
2.3587084744e58	6.32928175601e56	4.56602429787e58	-4.4
1.4204042969e60	5.71853018827e57	5.11781106594e59	-4.1
8.78329060538e58	1.17258315977e56	1.96373848873e59	-4.9
2.59736013486e57	1.84625257062e58	1.49209758658e58	-3.6
8.55061660888e58	6.86991199782e56	1.2566659043e59	-4.6
1.59920459077e59	6.43204728076e58	1.32479449155e59	-3.5
8.40727852101e58	4.19600972902e58	7.5363762113e58	-4.1
